,0
199,239783.36666666667
200,139830.0
201,238580.0
202,299593.3333333333
203,192970.0
204,402686.9
205,235590.0
206,302683.36666666664
207,106996.66666666667
208,139486.66666666666
209,306766.6666666667
210,301206.76666666666
211,390026.9
212,115073.33333333333
213,100246.66666666667
214,154300.0
215,117293.33333333333
216,278943.36666666664
217,294523.5
218,222736.66666666666
219,225933.4
220,225300.0
221,292763.3333333333
222,200233.33333333334
223,281566.73333333334
224,283983.3333333333
225,233390.0
226,187210.0
227,102670.0
228,242066.66666666666
229,313083.3333333333
230,264386.7
231,127846.66666666667
232,444783.9
233,193133.33333333334
234,100276.66666666667
235,305096.6666666667
236,244080.0
237,122366.66666666667
238,205340.0
239,140656.66666666666
240,233086.7
241,397173.63333333336
242,351910.0333333333
243,181243.33333333334
244,86733.33333333333
245,216600.0
246,226616.7
247,271470.0
248,93390.0
249,158676.66666666666
250,177516.66666666666
251,260856.7
252,88550.0
253,228486.66666666666
254,386113.4666666667
255,412710.3333333333
256,239853.33333333334
257,79566.66666666667
258,141550.0
259,247263.33333333334
260,119700.0
261,333400.1
262,121480.0
263,86836.66666666667
264,334606.6666666667
265,289580.0
266,197976.66666666666
267,205930.03333333333
268,149280.0
269,236586.66666666666
270,236910.03333333333
271,180066.66666666666
272,69500.0
273,287900.0333333333
274,91556.66666666667
275,282793.3333333333
276,150606.66666666666
277,91756.66666666667
278,107936.66666666667
279,205416.66666666666
280,375333.43333333335
281,359883.5
282,167720.0
283,199143.33333333334
284,350883.4
285,210856.76666666666
286,246233.33333333334
287,168003.33333333334
288,142446.66666666666
289,168603.33333333334
290,197410.0
291,179956.66666666666
292,195303.33333333334
293,163550.0
294,126343.33333333333
295,160413.33333333334
296,78903.33333333333
297,109850.0
298,102656.66666666667
299,234376.66666666666
300,94246.66666666667
301,263216.6666666667
302,230050.0
303,175683.33333333334
304,227000.03333333333
305,230306.66666666666
306,350503.4666666667
307,429837.13333333336
308,431627.13333333336
309,230940.0
310,223346.7
311,402010.36666666664
312,354776.8333333333
313,146213.33333333334
314,187036.66666666666
315,253080.0
316,236713.33333333334
317,213846.66666666666
318,254250.0
319,257830.06666666668
320,228726.66666666666
321,124686.66666666667
322,247600.0
323,151186.66666666666
324,219296.7
325,275300.1
326,205263.33333333334
327,196093.33333333334
328,275753.3333333333
329,227796.66666666666
330,142186.66666666666
331,184810.0
332,113163.33333333333
333,210273.33333333334
334,199336.66666666666
335,89826.66666666667
336,185283.33333333334
337,412440.26666666666
338,204540.0
339,95710.0
340,276886.6666666667
341,243543.4
342,149843.33333333334
343,114046.66666666667
344,235120.06666666668
345,191403.33333333334
346,237370.0
347,134783.33333333334
348,60940.0
349,174703.33333333334
350,216900.03333333333
351,190266.7
352,325070.0
353,238376.66666666666
354,139320.0
355,383136.9
356,334150.1
357,399223.6
358,130343.33333333333
359,206253.33333333334
360,175423.4
361,174666.66666666666
362,99010.0
363,88380.0
364,120646.66666666667
365,316216.73333333334
366,241850.06666666668
367,144390.0
368,166803.33333333334
369,124850.0
370,251656.66666666666
371,88023.33333333333
372,196010.0
373,92080.0
374,222976.66666666666
375,172680.0
376,175380.0
377,189200.03333333333
378,120623.33333333333
379,224613.33333333334
380,350010.2
381,218003.33333333334
382,199303.33333333334
383,84596.66666666667
384,108770.0
385,193876.66666666666
386,149153.33333333334
387,166750.03333333333
388,212063.33333333334
389,237423.33333333334
390,181956.66666666666
391,63876.666666666664
392,281610.0333333333
393,376083.56666666665
394,95420.0
395,110433.33333333333
396,193586.66666666666
397,90906.66666666667
398,134856.63333333333
399,236553.4
400,381343.5333333333
401,133470.0
402,287863.3333333333
403,120776.66666666667
404,202950.0
405,284600.1
406,217886.7
407,258353.33333333334
408,269076.6666666667
409,249906.66666666666
410,133513.33333333334
411,235513.46666666667
412,80336.66666666667
413,220266.66666666666
414,89790.0
415,351923.43333333335
416,348486.8333333333
417,73453.33333333333
418,296846.7
419,219456.66666666666
420,214583.33333333334
421,285730.0
422,183046.66666666666
423,183463.33333333334
424,337570.1666666667
425,166236.66666666666
426,248373.36666666667
427,253816.66666666666
428,227360.0
429,132566.66666666666
430,139580.0
431,108156.66666666667
432,173060.0
433,292626.7
434,201736.7
435,60540.0
436,98213.33333333333
437,270710.06666666665
438,218253.33333333334
439,162323.33333333334
440,248633.33333333334
441,196320.0
442,192670.0
443,377756.8
444,278760.0
445,140333.33333333334
446,198910.03333333333
447,318960.06666666665
448,112473.33333333333
449,171900.0
450,181833.33333333334
451,164026.66666666666
452,80950.0
453,218810.03333333333
454,257510.06666666668
455,250410.0
456,252873.33333333334
457,163116.66666666666
458,263570.0
459,117190.0
460,177973.33333333334
461,75173.33333333333
462,124240.0
463,238120.0
464,372166.8
465,173880.0
466,127626.66666666667
467,176793.33333333334
468,426937.0333333333
469,218913.33333333334
470,143530.0
471,138960.0
472,275070.0
473,244010.0
474,248740.0
475,173143.33333333334
476,99243.33333333333
477,357800.06666666665
478,389400.2
479,177290.0
480,118316.66666666667
481,184943.36666666667
482,246196.66666666666
483,206900.0
484,190646.7
485,240556.66666666666
486,264123.36666666664
487,223370.0
488,411330.3
489,122450.0
490,145010.0
491,223383.33333333334
492,143433.33333333334
493,165080.06666666668
494,110556.66666666667
495,234236.7
496,129246.66666666667
497,104243.33333333333
498,367300.0333333333
499,290340.0
500,81736.66666666667
501,321133.4666666667
502,132686.66666666666
503,275203.36666666664
504,263326.6666666667
505,100593.33333333333
506,197876.66666666666
507,172640.0
508,264443.3333333333
509,410630.3
510,230110.06666666668
511,141650.0
512,330470.1
513,111450.0
514,185260.0
515,195073.33333333334
516,102726.66666666667
517,310830.06666666665
518,308086.7
519,179330.0
520,209113.36666666667
521,87403.36666666667
522,270196.6666666667
523,207256.66666666666
524,294166.76666666666
525,198393.33333333334
526,202026.7
527,295706.6666666667
528,156166.66666666666
529,178133.33333333334
530,234180.0
531,270926.6666666667
532,119656.66666666667
533,126333.33333333333
534,191506.66666666666
535,179223.33333333334
536,105160.0
537,415103.6666666667
538,207216.7
539,134340.0
540,120183.33333333333
541,340160.0333333333
542,77316.66666666667
543,255166.66666666666
544,237830.03333333333
545,147610.0
546,101266.66666666667
547,131483.33333333334
548,103190.0
549,179226.66666666666
550,176706.66666666666
551,132650.0
552,213780.0
553,192626.73333333334
554,100480.0
555,238576.66666666666
556,108796.66666666667
557,309663.36666666664
558,174583.33333333334
559,147396.66666666666
560,142350.0
561,163470.0
562,222733.36666666667
563,203150.0
564,222890.0
565,262466.6666666667
566,184123.43333333332
567,242963.33333333334
568,237196.66666666666
569,163673.33333333334
570,126710.0
571,118783.33333333333
572,307323.36666666664
573,117273.33333333333
574,303106.8
575,207713.33333333334
576,138963.33333333334
577,240363.33333333334
578,156923.33333333334
579,157340.0
580,445157.1666666667
581,248400.0
582,184883.33333333334
583,139646.66666666666
584,136416.66666666666
585,250043.33333333334
586,152903.33333333334
587,265963.3333333333
588,109033.33333333333
589,324690.06666666665
590,187210.0
591,204313.33333333334
592,113523.33333333333
593,186226.66666666666
594,93896.66666666667
595,74996.66666666667
596,167256.66666666666
597,272830.0
598,258046.7
599,181360.0
600,89710.0
601,199366.66666666666
602,64170.0
603,209220.06666666668
604,159333.33333333334
605,76556.66666666667
606,435480.5
607,103316.66666666667
608,360800.1666666667
609,141976.66666666666
610,324206.73333333334
611,134490.0
612,151853.33333333334
613,217050.0
614,269656.6666666667
615,327276.86666666664
616,172486.66666666666
617,379030.1666666667
618,159113.33333333334
619,256413.33333333334
620,202993.33333333334
621,118653.33333333333
622,128573.33333333333
623,387623.5
624,202770.0
625,179366.66666666666
626,219143.43333333332
627,151086.66666666666
628,75210.0
629,188983.33333333334
630,192873.33333333334
631,86883.33333333333
632,199083.33333333334
633,173693.33333333334
634,223666.7
635,299913.36666666664
636,76803.33333333333
637,310503.36666666664
638,442683.86666666664
639,117130.0
640,277580.0
641,293270.0333333333
642,179563.33333333334
643,174033.33333333334
644,145923.3
645,189746.66666666666
646,109183.33333333333
647,148120.03333333333
648,250936.66666666666
649,237786.66666666666
650,195380.0
651,178200.0
652,176536.66666666666
653,240086.7
654,126166.66666666667
655,128396.66666666667
656,202006.66666666666
657,160090.0
658,202380.0
659,210483.33333333334
660,236066.66666666666
661,89833.33333333333
662,124323.33333333333
663,193033.33333333334
664,236523.33333333334
665,119970.0
666,197240.0
667,202836.76666666666
668,70490.0
669,240120.0
670,244316.66666666666
671,219710.0
672,132160.0
673,61930.0
674,182153.33333333334
675,151393.33333333334
676,182063.33333333334
677,235883.4
678,74136.66666666667
679,168543.33333333334
680,125623.33333333333
681,260846.66666666666
682,101603.33333333333
683,103793.33333333333
684,298976.73333333334
685,173596.66666666666
686,236443.36666666667
687,257003.33333333334
688,159350.0
689,154260.0
690,200583.33333333334
691,88570.0
692,389276.8
693,346056.8
694,109073.33333333333
695,70040.0
696,178590.0
697,125486.66666666667
698,283653.36666666664
699,173493.33333333334
700,77673.33333333333
701,310240.0
702,125786.66666666667
703,165733.33333333334
704,222380.0
705,320000.06666666665
706,185440.0
707,279906.7
708,211746.66666666666
709,422057.13333333336
710,184666.66666666666
711,320013.36666666664
712,297206.76666666666
713,246193.36666666667
714,250656.7
715,238023.36666666667
716,279640.0
717,231226.66666666666
718,353026.6666666667
719,279070.0333333333
720,231880.03333333333
721,93296.66666666667
722,207460.0
723,201003.33333333334
724,329100.0333333333
725,169856.66666666666
726,182790.0
727,138936.66666666666
728,121306.66666666667
729,259066.7
730,318840.1
731,292766.76666666666
732,190986.66666666666
733,118696.66666666667
734,190573.33333333334
735,168146.66666666666
736,285886.7
737,237206.66666666666
738,128236.66666666667
739,256016.66666666666
740,142963.33333333334
741,336696.76666666666
742,188740.0
743,243940.0
744,165926.66666666666
745,271000.0
746,75953.33333333333
747,94486.66666666667
748,226420.0
749,303873.43333333335
750,107056.66666666667
751,320436.6666666667
752,114526.66666666667
753,97300.0
754,282116.7
755,116523.33333333333
756,399180.36666666664
757,93290.0
758,303013.3333333333
759,242680.0
760,323326.73333333334
761,413503.8
762,75753.33333333333
763,158650.0
764,214583.33333333334
765,76656.66666666667
766,165186.66666666666
767,123943.33333333333
768,163160.0
769,307706.7
770,61933.333333333336
771,166486.66666666666
772,219350.0
773,59580.0
774,368223.3333333333
775,212253.36666666667
776,243700.03333333333
777,185406.66666666666
778,162406.66666666666
779,200436.66666666666
780,289276.6666666667
781,226290.0
782,201353.33333333334
783,247333.36666666667
784,124630.0
785,322736.6666666667
786,418933.6666666667
787,111700.0
788,98506.66666666667
789,273093.4
790,121720.0
791,265293.3333333333
792,203573.33333333334
793,251003.33333333334
794,242990.0
795,113956.66666666667
796,225806.66666666666
797,116260.0
798,260286.7
799,214400.0
800,447413.73333333334
801,258166.66666666666
802,167996.66666666666
803,132453.33333333334
804,132256.66666666666
805,67853.33333333333
806,247010.0
807,297253.36666666664
808,179240.0
809,172586.66666666666
810,389143.6666666667
811,281390.0333333333
812,129906.66666666667
813,240033.33333333334
814,88040.0
815,66393.33333333333
816,101913.33333333333
817,112990.0
818,343843.4
819,110883.33333333333
820,119066.66666666667
821,115696.66666666667
822,200776.66666666666
823,280826.7
824,156056.66666666666
825,250580.03333333333
826,378533.5
827,122366.66666666667
828,125826.66666666667
829,193650.0
830,291366.73333333334
831,238846.66666666666
832,371283.4666666667
833,231420.0
834,85656.66666666667
835,157173.33333333334
836,100300.0
837,160116.66666666666
838,282926.73333333334
839,255086.66666666666
840,236240.06666666668
841,213236.66666666666
842,252726.66666666666
843,214476.66666666666
844,122483.33333333333
845,220553.36666666667
846,71100.0
847,182423.33333333334
848,178856.66666666666
849,114786.66666666667
850,105323.33333333333
851,160030.0
852,179016.66666666666
853,254480.03333333333
854,257940.03333333333
855,289720.0
856,186840.0
857,237670.0
858,170090.0
859,266810.0
860,140940.0
861,205026.66666666666
862,66756.66666666667
863,233126.66666666666
864,161443.33333333334
865,205506.7
866,165630.0
867,146773.33333333334
868,210400.0
869,232766.66666666666
870,239640.0
871,109656.66666666667
872,340316.76666666666
873,62560.0
874,150273.33333333334
875,152113.33333333334
876,196083.33333333334
877,110320.0
878,179070.0
879,363010.1666666667
880,290776.7
881,148866.66666666666
882,223656.7
883,199770.0
884,131540.0
885,81616.66666666667
886,269063.4
887,222583.33333333334
888,268136.6666666667
889,80513.33333333333
890,84886.66666666667
891,153470.0
892,292410.0333333333
893,315086.6666666667
894,176773.33333333334
895,173870.0
896,157146.66666666666
897,105340.0
898,92303.33333333333
899,374783.5333333333
900,209700.06666666668
901,335080.2
902,88613.33333333333
903,246916.66666666666
904,114790.0
905,169170.0
906,75190.0
907,164420.0
908,137143.33333333334
909,218656.66666666666
910,249240.03333333333
911,189813.33333333334
912,205930.0
913,229703.33333333334
914,137616.66666666666
915,194273.33333333334
916,199173.33333333334
917,215870.0
918,242196.66666666666
919,155206.66666666666
920,147886.66666666666
921,86486.66666666667
922,432680.26666666666
923,240490.03333333333
924,174623.36666666667
925,198260.0
926,246390.0
927,106446.66666666667
928,72333.33333333333
929,70766.66666666667
930,218150.03333333333
931,364826.76666666666
932,177280.0
933,391796.9
934,381836.8333333333
935,177340.0
936,161956.66666666666
937,97126.66666666667
938,293036.7
939,306426.6666666667
940,351680.06666666665
941,80123.33333333333
942,344656.9
943,208533.33333333334
944,86456.66666666667
945,441083.9
946,169913.33333333334
947,127876.66666666667
948,281706.6666666667
949,208900.03333333333
950,80303.33333333333
951,112946.66666666667
952,144800.0
953,86876.66666666667
954,108906.66666666667
955,271100.0
956,265653.4
957,238103.33333333334
958,228126.7
959,95296.66666666667
960,86623.33333333333
961,195930.0
962,333366.73333333334
963,72446.66666666667
964,128746.66666666667
965,196760.0
966,86673.33333333333
967,304140.0
968,291580.06666666665
969,204186.66666666666
970,223066.66666666666
971,280430.0333333333
972,127719.96666666666
973,180670.0
974,249643.33333333334
975,306236.8
976,253383.36666666667
977,235650.0
978,271483.3333333333
979,143450.0
980,190063.33333333334
981,295526.6666666667
982,205593.33333333334
983,310606.7
984,107366.66666666667
985,150616.66666666666
986,174676.66666666666
987,162023.33333333334
988,272756.6666666667
989,128456.66666666667
990,241846.7
991,175893.4
992,136673.33333333334
993,167106.66666666666
994,164700.0
995,136936.7
996,166153.33333333334
997,141346.66666666666
998,334830.1666666667
999,100630.0
1000,176470.0
1001,114390.0
1002,114166.66666666667
1003,256280.0
1004,157333.33333333334
1005,270366.6666666667
1006,118316.66666666667
1007,140240.0
1008,189200.0
1009,269616.73333333334
1010,217540.0
1011,317056.7
1012,129363.33333333333
1013,342803.5
1014,153113.36666666667
1015,108313.33333333333
1016,269856.7
1017,116313.33333333333
1018,208846.66666666666
1019,254133.33333333334
1020,147203.33333333334
1021,437103.86666666664
1022,439560.6
1023,268340.0
1024,200950.0
1025,137566.66666666666
1026,178086.7
1027,193796.66666666666
1028,168763.33333333334
1029,77006.66666666667
1030,236973.36666666667
1031,295483.4666666667
1032,104266.66666666667
1033,72096.66666666667
1034,289746.6666666667
1035,60840.0
1036,220660.0
1037,245020.0
1038,347796.7
1039,272823.3333333333
1040,153683.33333333334
1041,189810.0
1042,108076.66666666667
1043,290406.7
1044,139450.0
1045,208210.0
1046,164976.66666666666
1047,105650.0
1048,160603.33333333334
1049,168426.66666666666
1050,170950.06666666668
1051,375420.3
1052,207060.0
1053,239796.66666666666
1054,129706.66666666667
1055,170096.66666666666
1056,265026.7
1057,138390.0
1058,214203.36666666667
1059,84823.33333333333
1060,96996.66666666667
1061,288043.3333333333
1062,112013.33333333333
1063,279113.36666666664
1064,235106.66666666666
1065,72233.33333333333
1066,200046.66666666666
1067,224220.0
1068,78233.33333333333
1069,211240.0
1070,206310.0
1071,117996.66666666667
1072,265443.4
1073,101340.0
1074,217076.66666666666
1075,112636.66666666667
1076,163106.7
1077,150510.0
1078,119636.66666666667
1079,149353.3
1080,344323.43333333335
1081,152823.33333333334
1082,100603.33333333333
1083,278740.0333333333
1084,129313.33333333333
1085,162400.0
1086,218746.66666666666
1087,300580.1
1088,294913.43333333335
1089,350623.5
1090,193586.66666666666
1091,154683.33333333334
1092,196513.33333333334
1093,442880.5
1094,236100.0
1095,325003.4
1096,92300.0
1097,241023.36666666667
1098,370026.76666666666
1099,199313.36666666667
1100,88466.66666666667
1101,202456.66666666666
1102,202150.0
1103,279463.3333333333
1104,230606.66666666666
1105,220493.33333333334
1106,168206.66666666666
1107,354583.56666666665
1108,282236.6666666667
1109,89560.0
1110,279960.2
1111,180036.66666666666
1112,247723.33333333334
1113,203890.03333333333
1114,257660.1
1115,141583.33333333334
1116,110273.33333333333
1117,233326.66666666666
1118,132190.0
1119,267830.0
1120,202063.33333333334
1121,278200.0
1122,116430.0
1123,109140.0
1124,332870.06666666665
1125,94863.33333333333
1126,178903.33333333334
1127,275703.3333333333
1128,265523.4
1129,83453.33333333333
1130,120963.33333333333
1131,390160.26666666666
1132,73456.66666666667
1133,193006.66666666666
1134,318376.7
1135,261303.33333333334
1136,138126.66666666666
1137,185076.66666666666
1138,441760.5333333333
1139,127293.33333333333
1140,194573.33333333334
1141,244196.7
1142,220270.0
1143,136223.33333333334
1144,194233.33333333334
1145,80493.33333333333
1146,238023.33333333334
1147,212950.0
1148,69470.0
1149,84000.0
1150,191043.33333333334
1151,138743.33333333334
1152,118520.03333333334
1153,245536.66666666666
1154,154980.0
1155,409803.8333333333
1156,63890.0
1157,149190.0
1158,281963.36666666664
1159,227896.66666666666
1160,63806.666666666664
1161,114616.66666666667
1162,226286.66666666666
1163,79980.0
1164,199213.33333333334
1165,195133.33333333334
1166,234630.0
1167,199750.0
1168,188173.33333333334
1169,179053.33333333334
1170,214740.03333333333
1171,66556.66666666667
1172,198540.0
1173,228053.33333333334
1174,244846.66666666666
1175,363666.73333333334
1176,89823.33333333333
1177,177796.66666666666
1178,168570.06666666668
1179,310990.0333333333
1180,360266.7
1181,251826.66666666666
1182,98870.0
1183,206430.0
1184,155360.0
1185,203036.66666666666
1186,231996.66666666666
1187,337566.6666666667
1188,121950.0
1189,210793.33333333334
1190,321406.73333333334
1191,188596.66666666666
1192,208570.0
1193,192703.36666666667
1194,71310.0
1195,105563.33333333333
1196,237646.7
1197,171050.0
1198,187883.33333333334
1199,329406.86666666664
1200,123996.66666666667
1201,245963.33333333334
1202,235930.0
1203,243526.66666666666
1204,113043.3
1205,209173.36666666667
1206,242363.4
1207,86410.0
1208,84440.0
1209,98263.33333333333
1210,188736.66666666666
1211,123450.0
1212,434007.2
1213,148673.33333333334
1214,141440.0
1215,369030.2
1216,311746.76666666666
1217,215093.33333333334
1218,207073.33333333334
1219,219496.7
1220,94306.66666666667
1221,297706.73333333334
1222,193480.0
1223,247553.33333333334
1224,187170.0
1225,229296.66666666666
1226,148136.66666666666
1227,107376.66666666667
1228,413960.26666666666
1229,252226.66666666666
1230,179853.33333333334
1231,119373.33333333333
1232,297533.36666666664
1233,168763.33333333334
1234,360710.13333333336
1235,72356.66666666667
1236,100726.66666666667
1237,159186.66666666666
1238,105226.66666666667
1239,322836.7
1240,328403.3333333333
1241,143403.33333333334
1242,204516.66666666666
1243,214993.33333333334
1244,182226.66666666666
1245,85813.33333333333
1246,219973.33333333334
1247,363963.43333333335
1248,171950.0
1249,270820.0333333333
1250,119506.66666666667
1251,307256.7
1252,240483.33333333334
1253,162340.0
1254,115376.66666666667
1255,392206.93333333335
1256,119520.0
1257,112113.33333333333
1258,248860.0
1259,396546.93333333335
1260,155886.66666666666
1261,111746.66666666667
1262,331270.13333333336
1263,234260.0
1264,120550.0
1265,245303.33333333334
1266,251783.36666666667
1267,175606.7
1268,334200.0333333333
1269,229416.66666666666
1270,196513.36666666667
1271,179370.0
1272,127796.66666666667
1273,335783.36666666664
1274,306823.4
1275,331733.4666666667
1276,258590.06666666668
1277,94030.0
1278,241226.66666666666
1279,236563.33333333334
1280,103203.33333333333
1281,82716.66666666667
1282,132813.33333333334
1283,130376.66666666667
1284,121043.33333333333
1285,235573.36666666667
1286,196976.73333333334
1287,152773.33333333334
1288,69696.66666666667
1289,244170.0
1290,102783.33333333333
1291,134306.66666666666
1292,262673.36666666664
1293,174673.33333333334
1294,232116.66666666666
1295,101200.0
1296,188683.36666666667
1297,133100.0
1298,384316.76666666666
1299,136836.66666666666
1300,281923.3333333333
1301,134446.66666666666
1302,190756.66666666666
1303,247440.06666666668
1304,194890.0
1305,422040.43333333335
1306,92736.66666666667
1307,132796.66666666666
1308,185250.0
1309,122573.33333333333
1310,131706.66666666666
1311,354996.76666666666
1312,136739.96666666667
1313,128230.0
1314,242016.66666666666
1315,288343.3333333333
1316,314383.36666666664
1317,179470.0
1318,128456.66666666667
1319,237670.03333333333
1320,429843.76666666666
1321,428470.56666666665
1322,127140.0
1323,211503.33333333334
1324,60006.666666666664
1325,274400.0333333333
1326,219380.03333333333
1327,169200.0
1328,169350.0
1329,71360.0
1330,253366.66666666666
1331,292620.13333333336
1332,351906.86666666664
1333,129613.33333333333
1334,230076.66666666666
1335,64660.0
1336,230386.66666666666
1337,184463.36666666667
1338,113233.33333333333
1339,183640.0
1340,277873.36666666664
1341,140143.33333333334
1342,152813.33333333334
1343,194536.7
1344,95403.33333333333
1345,116603.33333333333
1346,376713.5
1347,287526.6666666667
1348,237106.66666666666
1349,251426.7
1350,396750.13333333336
1351,281413.3333333333
1352,338420.1
1353,153233.33333333334
1354,239840.0
1355,167890.0
1356,128693.33333333333
1357,148133.33333333334
1358,73736.66666666667
1359,215316.66666666666
1360,182920.0
1361,87700.0
1362,117403.33333333333
1363,69860.0
1364,385370.26666666666
1365,145696.66666666666
1366,99003.33333333333
1367,247560.03333333333
1368,193586.66666666666
1369,72573.33333333333
1370,116556.66666666667
1371,58716.666666666664
1372,165370.0
1373,386830.26666666666
1374,278613.36666666664
1375,146693.33333333334
1376,236160.0
1377,195273.36666666667
1378,248260.0
1379,311503.4
1380,400630.36666666664
1381,236586.66666666666
1382,116660.0
1383,240716.66666666666
1384,180556.66666666666
1385,386133.4666666667
1386,107086.66666666667
1387,164526.66666666666
1388,343273.4666666667
1389,170760.0
1390,302320.0
1391,102776.66666666667
1392,177563.36666666667
1393,123443.33333333333
1394,79746.66666666667
1395,179526.66666666666
1396,157856.66666666666
1397,262403.3333333333
1398,299500.0333333333
1399,75066.66666666667
1400,166540.0
1401,371986.76666666666
1402,297003.4
1403,225206.66666666666
1404,85753.33333333333
1405,173106.66666666666
1406,141516.66666666666
1407,101636.66666666667
1408,147566.7
1409,142226.63333333333
1410,277883.4
1411,191260.0
1412,101799.96666666666
1413,263603.3333333333
1414,125920.0
1415,65673.33333333333
1416,116283.33333333333
1417,234926.66666666666
1418,131900.0
1419,120490.0
1420,165700.0
1421,227456.66666666666
1422,183430.0
1423,319703.4
1424,371896.73333333334
1425,147593.33333333334
1426,223586.66666666666
1427,295270.0
1428,194126.66666666666
1429,206643.33333333334
1430,213763.33333333334
1431,124060.0
1432,268893.36666666664
1433,79483.33333333333
1434,282266.6666666667
1435,123940.0
1436,63510.0
1437,417907.1666666667
1438,202583.33333333334
1439,127886.66666666667
1440,109660.0
1441,258340.03333333333
1442,91206.66666666667
1443,187290.0
1444,225783.36666666667
1445,232660.03333333333
1446,199583.33333333334
1447,319543.36666666664
1448,86863.33333333333
1449,134510.0
1450,114273.33333333333
1451,446600.4666666667
1452,371706.8333333333
1453,117256.66666666667
1454,219166.83333333334
1455,234740.0
1456,275286.73333333334
1457,102620.0
1458,180033.33333333334
1459,203123.33333333334
1460,147290.0
1461,304610.0333333333
1462,165560.0
1463,170786.66666666666
1464,177880.0
1465,190496.66666666666
1466,244973.36666666667
1467,136136.66666666666
1468,300890.0
1469,123833.33333333333
1470,221833.36666666667
1471,233273.33333333334
1472,103910.0
1473,126373.33333333333
1474,267243.36666666664
1475,220990.0
1476,158390.0
1477,156623.33333333334
1478,115756.66666666667
1479,122996.66666666667
1480,406476.9666666667
1481,234670.0
1482,210756.66666666666
1483,193793.33333333334
1484,218376.66666666666
1485,249940.0
1486,110626.66666666667
1487,432333.76666666666
1488,318903.4
1489,262640.0
1490,184746.66666666666
1491,180580.0
1492,71450.0
1493,222283.36666666667
1494,133990.0
1495,332343.43333333335
1496,153723.33333333334
1497,345110.06666666665
1498,196536.66666666666
